,gmaps_name,gmaps_address,gmaps_latitude,gmaps_longitude,composite_score,yelp_types,gmaps_types,type
5508,Ingles Markets,650 Rockbridge Rd SW,33.8570665,-84.1401119,0.7617286861,,"groceryorsupermarket, pharmacy, supermarket, bakery, health, food",food
5509,Walmart Neighborhood Market,2912 Main St W,33.8529387,-84.0341726,0.7968414772,,"groceryorsupermarket, departmentstore, supermarket, bakery, food",food
5510,Kroger,950 Herrington Rd,33.9403296,-84.0830447,0.7275675269,,"groceryorsupermarket, florist, liquorstore, bakery, health, food",food
5511,Publix Super Market at Sugarloaf Crossing,4850 Sugarloaf Pkwy,33.9541203,-84.0555096,0.837669289,,"supermarket, florist, liquorstore, groceryorsupermarket, bakery, food",food
5512,Kroger,3050 Five Forks Trickum Rd SW,33.8844228,-84.0602508,0.7549206393,,"groceryorsupermarket, florist, liquorstore, bakery, health, food",food
5513,Kroger,3455 Peachtree Industrial Blvd,34.0058191,-84.1730699,0.768194443,,"groceryorsupermarket, florist, liquorstore, bakery, health, food",food
5514,Kroger,6555 Sugarloaf Pkwy,33.9979515,-84.0899381,0.7183377991,,"groceryorsupermarket, florist, liquorstore, bakery, health, food",food
5515,Walmart Neighborhood Market,3201 Tucker Norcross Rd,33.8837867,-84.2185755,0.7533804449,,"groceryorsupermarket, departmentstore, supermarket, bakery, food",food
5516,Ingles Market,5075 Peachtree Pkwy,33.9853661,-84.2141075,0.812430674,,"groceryorsupermarket, supermarket, bakery, food",food
5517,Ingles Market,4815 Rockbridge Rd SW,33.786038,-84.1976963,0.7323043216,,"groceryorsupermarket, pharmacy, supermarket, bakery, health, food",food
5518,Jusgo Supermarket,3875 Venture Dr,33.9518157,-84.1416066,0.799464621,,"supermarket, groceryorsupermarket, food",food
5519,Mega Mart,2106 Pleasant Hill Rd,33.959815,-84.125936,0.8013883034,,"groceryorsupermarket, food",food
5520,Kroger,4155 Lawrenceville Hwy,33.9047896,-84.1211933,0.7358189393,,"groceryorsupermarket, florist, liquorstore, bakery, health, food",food
5521,Sprouts Farmers Market,2925 Buford Dr Suite 2400,34.0501022,-83.9919523,0.813271449,,"groceryorsupermarket, supermarket, health, food",food
5522,Lidl,3520 Sugarloaf Pkwy,33.9243917,-84.0200215,0.7814561164,,"groceryorsupermarket, supermarket, food",food
5523,Publix Super Market at Peachtree Square Shopping Center,3200 Holcomb Bridge Rd,33.9520818,-84.2323245,0.823395088,,"supermarket, florist, liquorstore, groceryorsupermarket, bakery, food",food
5524,Publix Super Market at Medlock Corners,5805 State Bridge Rd,34.0181684,-84.1877394,0.8238983127,,"supermarket, florist, liquorstore, groceryorsupermarket, bakery, food",food
5525,Basquia Bakery,2100 Pleasant Hill Rd,33.9596992,-84.1263958,0.80051579,,"bakery, food",food
5526,Mai Bakery,2300 Pleasant Hill Rd # B6,33.9638019,-84.1351286,0.7619522904,,"bakery, food",food
5527,La Providencia Bakery,5530 Buford Hwy NE suit 312,33.9437998,-84.2045161,0.6819522904,,"bakery, food",food
5528,MAZAPAN BAKERY,1630 Pleasant Hill Rd,33.9477164,-84.1231805,0.7479421181,,"bakery, food",food
5529,Monterrey Bakery,1090 Duluth Hwy,33.9669723,-84.0371047,0.7790780869,,"bakery, food",food
5530,Espiga De Oro Bakery,3720 Club Dr B,33.9416219,-84.1278299,0.729755137,,"bakery, food",food
5531,La Victoria Bakery,1108 Herrington Rd #2,33.946743,-84.0818958,0.607432515,,"bakery, food",food
5532,La La's Bakery,,33.9606036,-84.1258675,0.0,,"bakery, food",food
5533,Vincent Bakery Cafe,3825 Shackleford Rd,33.948314,-84.135529,0.7084421879,,"bakery, food",food
5534,Angel Bakery,5495 Jimmy Carter Blvd,33.909205,-84.2042315,0.7289579779,,"bakery, food",food
5535,TreatsPhoria Baked Goods & Sweets,860 Duluth Hwy,33.9671317,-84.0224842,0.880384243,,"bakery, food",food
5536,TRIGO & MIEL BAKERY LLC,3355 Steve Reynolds Blvd,33.9531481,-84.1415761,0.8407508966,,"bakery, food",food
5537,La Ideal Bakery,6083 Norcross Tucker Rd NW #201,33.8973625,-84.2094116,0.5699265711,,"bakery, food",food
5538,Crazy Sweets,3473 Old Norcross Rd #306,33.9662254,-84.1332475,0.8175726529,,food,food
5539,Sunflour Dessert & Coffee,1956 Duluth Hwy b105,33.9764365,-84.0818928,0.854706385,,food,food
5540,Fluffy Fluffy Dessert cafe,2180 Pleasant Hill Rd b4,33.96092,-84.1340089,0.798195676,,"restaurant, food",food
5541,Baskin-Robbins,3725 Club Dr,33.9423501,-84.1276215,0.558311938,,"bakery, food",food
5542,Cupcake People,1860 Duluth Hwy Computer Laboratory,33.9760918,-84.0775273,0.8321297199,,"bakery, cafe, food",food
5543,Baskin-Robbins,1942 Atkinson Rd NW #900,33.9776011,-84.0800101,0.5518321815,,"bakery, food",food
5544,The Sweet Spot Bakery,2590 Peachtree Industrial Blvd Suite B,34.0220343,-84.1367348,0.8665920935,,"bakery, food",food
5545,Baskin-Robbins,3435 Peachtree Industrial Blvd,34.0069564,-84.1706587,0.645931054,,"bakery, food",food
5546,Sarah Donuts,5860 Jimmy Carter Blvd #155,33.9202613,-84.2113468,0.8738943454,,"cafe, bakery, restaurant, food",food
5547,Crepes & Fresas By Las Delicias De La Abuela,1630 Pleasant Hill Rd Suite 260,33.9458165,-84.1240593,0.715250045,,"restaurant, food",food
5548,Krispy Kreme,2346 Pleasant Hill Rd,33.964059,-84.138726,0.7850984151,,"cafe, bakery, restaurant, food",food
5549,Michoacana Gourmet - Sugarloaf Mills Mall,5900 Sugarloaf Pkwy Suite #338,33.9811228,-84.0795021,0.805592494,,"mealtakeaway, restaurant, food",food
5550,Dairy Queen (Treat),"Sugarloaf Mills Mall, 5900 Sugarloaf Pkwy #100",33.9803324,-84.0812711,0.6099265711,,food,food
5551,Cheesecaked,5380 Peachtree Industrial Blvd,33.9598336,-84.2093511,0.729735654,,food,food
5552,Baskin-Robbins,3935 Lawrenceville Hwy,33.9060962,-84.1121927,0.562067664,,"bakery, food",food
5553,Cold Stone Creamery,5900 Sugarloaf Pkwy Ste 442,33.9810225,-84.0789318,0.575674978,,"bakery, restaurant, food",food
5554,Touch of Sweetz,2857 Mt Tabor Cir,33.967413,-84.1693895,0.8084421879,,"bakery, food",food
5555,Swirlz Yogurt,5900 Sugarloaf Pkwy,33.9807,-84.0797472,0.2190780869,,food,food
5556,Lemon Sweets Bakery & Cafe,3531 Peachtree Industrial Blvd,34.0029204,-84.1703646,0.7838799219,,food,food
5557,Bruster's Real Ice Cream,6359 Jimmy Carter Blvd,33.9315207,-84.2215409,0.7423627816,,"bakery, restaurant, food",food
5558,Falling Rabbit Restaurant,3580 W Lawrenceville St,34.0038476,-84.14512,0.842321917,,"restaurant, food",food
5559,Kurt's Euro Bistro,3305 Peachtree Industrial Blvd #100,34.0157695,-84.1648932,0.8659123199,,"bar, restaurant, food",food
5560,PURE Taqueria - Duluth,3108 Main St,34.002672,-84.1446454,0.7972023354,,"restaurant, food",food
5561,Duluth Diner,3620 Peachtree Industrial Blvd,33.9984525,-84.1669872,0.7955035441,,"restaurant, food",food
5562,Noona Meat & Seafood,3550 W Lawrenceville St #310,34.0035264,-84.1448134,0.7723007047,,"restaurant, food",food
5563,Roma Italiano Ristorante,3455 Peachtree Industrial Blvd #840,34.0064358,-84.1707463,0.8218187554,,"restaurant, food",food
5564,Maple Street Biscuit Company,3550 W Lawrenceville St #210,34.0036112,-84.1450289,0.8416788607,,"restaurant, food",food
5565,Armando's Caribe,3170 Peachtree Industrial Blvd,34.0197177,-84.1584933,0.8328051945,,"restaurant, food",food
5566,Local on North,3085 Main St #530,34.0034358,-84.1442587,0.816984598,,"restaurant, food",food
5567,Family Restaurant,3175 Buford Hwy,34.00034,-84.145974,0.812768612,,"restaurant, food",food
5568,Sweet Octopus,3559 W Lawrenceville St #600,34.0032361,-84.1451145,0.8108303765,,"restaurant, food",food
5569,Duluth Rexall Grill (Homemade Buttermilk Biscuits),3165 Buford Hwy B,34.0007266,-84.1455343,0.771870405,,"restaurant, food",food
5570,Opa! Gyros & Kabob,2730 Peachtree Industrial Blvd #108,34.022459,-84.143309,0.845186078,,"restaurant, food",food
5571,Nacho Daddy - Duluth,3095 Main St #500A,34.0030826,-84.1444801,0.7057918704,,"bar, restaurant, food",food
5572,El Porton Mexican Restaurant,2640 Old Peachtree Rd NW A,34.0077191,-84.1286821,0.7570600364,,"restaurant, food",food
5573,Masterpiece,3940 Buford Hwy NE b103,33.9772305,-84.1617332,0.7872929603,,"cafe, mealtakeaway, restaurant, food",food
5574,Big Sister's Kitchen,3095 Peachtree Industrial Blvd Suite 100,34.0228327,-84.157576,0.8817435242,,"restaurant, food",food
5575,El Dorado,2570 Pleasant Hill Rd #102,33.9691123,-84.1448739,0.7243010524,,"restaurant, food",food
5576,Emerald China Restaurant,3455 Peachtree Industrial Blvd #880,34.006113,-84.1711803,0.7091384006,,"restaurant, food",food
5577,Xin's Chinese Cuisine,3940 Buford Hwy NE A103,33.9774643,-84.1613628,0.8269324455,,"restaurant, food",food
5578,Jang Dok Dae,"Park Village, 2550 Pleasant Hill Rd #204",33.9704264,-84.143538,0.724326424,,"restaurant, food",food
5579,"Moo Bong Ri Korean Restaurant | 무봉리 순대국 Atlanta Duluth, GA",2550 Pleasant Hill Rd Ste 111,33.9701133,-84.1439462,0.7756181566,,"restaurant, food",food
5580,The Breakfast Bar,3585 Peachtree Industrial Blvd #122,34.000439,-84.169556,0.7478899014,,"shoppingmall, restaurant, food",food
5581,Chef's House - Peking Duck,3580 Peachtree Industrial Blvd,34.0008736,-84.1679764,0.6338504656,,"restaurant, food",food
5582,Ariana Kabob House,2870 Peachtree Industrial Blvd,34.0221594,-84.1494261,0.8534513288,,"restaurant, food",food
5583,Jang Choong Dong Korean Restaurant,3455 Peachtree Industrial Blvd Ste 960E,34.0075144,-84.1717539,0.732984661,,"restaurant, food",food
5584,Taste of China,2645 N Berkeley Lake Rd NW E-135,33.9748317,-84.1575117,0.710982171,,"restaurant, food",food
5585,Flying Roll,3312 Peachtree Industrial Blvd,34.0140764,-84.1650113,0.809302994,,"restaurant, food",food
5586,Jang Won Jung,2645 N Berkeley Lake Rd NW A #103,33.9754273,-84.1605866,0.722362782,,"restaurant, food",food
5587,Kajun Seafood - Duluth,3455 Peachtree Industrial Blvd Suite 920,34.0069005,-84.1717489,0.767700697,,"restaurant, food",food
5588,Kukga Topokki Duluth-국가대표 떡볶이 Korean Street Food,2570 Pleasant Hill Rd #107,33.9689975,-84.1445741,0.8028899236,,"restaurant, food",food
5589,O4W Pizza,3117 Main St,34.0027635,-84.1450902,0.7993358577,,"restaurant, food",food
5590,Taco Mac Duluth,3543 Peachtree Industrial Blvd,34.0022392,-84.1701792,0.7702131771,,"restaurant, bar, food",food
5591,SUSHI Cafe,3294 Peachtree Industrial Blvd #1005,34.0162112,-84.1629267,0.8474166766,,"restaurant, food",food
5592,Cafe Wing Max (Doos Seafood) 신촌포차 들루스,2590 Peachtree Industrial Blvd H,34.0219561,-84.1372504,0.8317382347,,"restaurant, food",food
5593,StationATL Restaurant and Lounge,2645 N Berkeley Lake Rd NW #F245,33.9741549,-84.1578078,0.4619522904,,"bar, restaurant, food",food
5594,Good Word Brewing & Public House,3085 Main St,34.0032435,-84.1443123,0.860962646,,"bar, restaurant, food",food
5595,China cafe,3940 Peachtree Industrial Blvd,33.98559,-84.1704264,0.7847211952,,"mealdelivery, restaurant, food",food
5596,Sushi & Co.,3170 Peachtree Industrial Blvd #155,34.0201497,-84.1582717,0.8431118191,,"restaurant, food",food
5597,Hibiscus Tree (芙蓉树下),2605 Pleasant Hill Rd #300,33.9695326,-84.1474067,0.6795938769,,"restaurant, food",food
5598,Lobster Banh Mi,3095 Peachtree Industrial Blvd #120,34.0228032,-84.1575705,0.7531039793,,"cafe, restaurant, food",food
5599,Armando's Taqueria,4190 Abbotts Bridge Rd,34.0199314,-84.1590636,0.8114803044,,"restaurant, food",food
5600,Zoong Guk Jib,3585 Peachtree Industrial Blvd,34.0002381,-84.1699288,0.709412005,,"restaurant, food",food
5601,대발이네 가서 한잔 빠라삐리뽀! (DAEBAL HOUSE),2863 Peachtree Industrial Blvd Suite J,34.0236412,-84.1494907,0.7606022659,,"restaurant, food",food
5602,Stoney River Steakhouse and Grill,5800 State Bridge Rd,34.0170542,-84.1896941,0.844299813,,"mealtakeaway, bar, restaurant, food",food
5603,SSONG'S HOTDOG - Duluth,2550 Pleasant Hill Rd Suite 300,33.9695025,-84.1428905,0.6901104575,,"mealtakeaway, restaurant, food",food
5604,Chacko’s Udipi Indian Cuisine,3300 Peachtree Industrial Blvd J,34.015428,-84.1638208,0.6703307289,,"restaurant, food",food
5605,9292 Shabu,3780 Old Norcross Rd Suite 110,33.9612537,-84.1444343,0.764247802,,"restaurant, food",food
5606,AZN Bowls. Bao. Juice Bar (Simple. Seasonal. Healthy) Duluth,3940 Buford Hwy b108,33.9769374,-84.1618552,0.8705771253,,"restaurant, food",food
5607,황소곱창 Hwangso Gopchang,2645 N Berkeley Lake Rd NW STE 130,33.9751503,-84.1576683,0.7885801634,,"restaurant, food",food
5608,Dan Moo Ji,3230 Steve Reynolds Blvd #107,33.9580556,-84.1408333,0.7847222248,,"restaurant, food",food
5609,circle,2645 N Berkeley Lake Rd NW,33.9755682,-84.1585936,0.8,,bar,bar
5610,FADE + FACET,3547 Peachtree Industrial Blvd,34.0032592,-84.1716227,0.8225380466,,"restaurant, bar, food",food
5611,Graffiti,1160 Old Peachtree Rd NW,34.0016125,-84.0802221,0.5901104575,,"bar, restaurant, food",food
5612,Do Re Mi Karaoke,2550 Pleasant Hill Rd Suite #206,33.9702766,-84.1434643,0.6407786721,,"nightclub, bar",nightclub
5613,이자카야,1196 Old Peachtree Rd NW,34.0021524,-84.0836352,0.4790780869,,"nightclub, bar, restaurant, food",nightclub
5614,Atl karaoke,3585 Peachtree Industrial Blvd,33.9997743,-84.1697116,0.565748407,,"nightclub, bar",nightclub
5615,Overstory Rooftop,6450 Sugarloaf Pkwy 9th Floor,33.9906846,-84.0935451,0.5686226106,,"bar, nightclub, restaurant, food",nightclub
5616,Waba Karaoke,,33.9662165,-84.1369281,0.8144320156,,"nightclub, bar",nightclub
5617,Blias Bar and Lounge,10305 Medlock Bridge Rd A6,34.0326934,-84.1850667,0.772675868,,"bar, restaurant, food",food
5618,Tavern at Mall of Ga,2720 Mall of Georgia Blvd Suite 105,34.0663658,-83.9746575,0.6840469434,,"restaurant, nightclub, bar, food",nightclub
5619,Wings Hut Duluth,3473 Old Norcross Rd #208,33.9661988,-84.133818,0.7607744157,,"bar, restaurant, food",food
5620,Rudy's New York Pizza,2148 Duluth Hwy #117,33.978553,-84.0942987,0.7649296586,,"bar, restaurant, food",food
5621,Marlow's Tavern,5210 Town Center Blvd Suite 260,33.9793926,-84.2142028,0.7808058912,,"bar, restaurant, food",food
5622,The Chateau Cigar Lounge,9700 Medlock Bridge Rd #114,34.0175051,-84.1913376,0.8484579081,,"nightclub, bar",nightclub
5623,The Derby Sports Bar,9850 Nesbit Ferry Rd,34.019323,-84.278925,0.7439969135,,bar,bar
5624,Truck & Tap Lawrenceville,175 S Perry St,33.9551798,-83.9893257,0.7698944085,,"bar, restaurant, food",food
5625,WFM Coffee Bar,5945 State Bridge Rd Bldg 200,34.0131981,-84.1838784,0.2144320156,,"cafe, food",food
5626,Japan Cafe,"Howell Center Shopping Center, 3585 Peachtree Industrial Blvd #112",34.000124,-84.1699097,0.4,,"cafe, food",food
5627,The Cream,3455 Duluth Hwy Suite 1B,34.0015873,-84.1436373,0.812984661,,"cafe, food",food
5628,Starbucks,3501 Peachtree Industrial Blvd,34.003793,-84.170712,0.7702309635,,"cafe, restaurant, food",food
5629,Boba Mocha,2628 Pleasant Hill Rd #100,33.9714623,-84.1476509,0.8492061013,,"cafe, food",food
5630,Dunkin',3185 Buford Hwy,33.9999875,-84.1461758,0.7035486393,,"bakery, mealtakeaway, cafe, restaurant, food",food
5631,BrickHouse Nutrition,2880 Peachtree Industrial Blvd,34.0223002,-84.15048,0.856384306,,"cafe, food",food
5632,Simply Done Donuts,3550 W Lawrenceville St #340,34.0037117,-84.1447935,0.8470846328,,"bakery, cafe, food",food
5633,Phoenix Roasters — The Roastery,2650 Main St #400,34.0109954,-84.1317746,0.8639969135,,"cafe, food",food
5634,C'EST LA VIE BAKERY & CAFE,9700 Medlock Bridge Rd Ste 121,34.016427,-84.1923372,0.6916249437,,"cafe, bakery, food",food
5635,Phoenix Roasters — Coffee That Matters,2640 Old Peachtree Rd NW,34.007648,-84.1287951,0.8534048037,,"cafe, food",food
5636,Hiro Tea Bar,3648 Satellite Blvd Suite A,33.9568296,-84.1366186,0.6568061492,,"cafe, food",food
5637,Crave Pie Studio,3107 Main St,34.002896,-84.144789,0.8126225476,,"bakery, cafe, food",food
5638,Tiger Sugar [DULUTH],2570 Pleasant Hill Rd Suite #101,33.9690813,-84.1450139,0.7467479155,,"cafe, food",food
5639,Starbucks,3093 Steve Reynolds Blvd,33.9609726,-84.1418234,0.7024389097,,"cafe, food",food
5640,Quickly,3780 Old Norcross Rd #304,33.9614331,-84.1419752,0.7336296682,,"cafe, restaurant, food",food
5641,Nakwon Rice Cake/ Sweet Rice/ Peachtree,2900 Peachtree Industrial Blvd,34.0220766,-84.1510299,0.7556784419,,"cafe, restaurant, food",food
5642,Starbucks,5950 State Bridge Rd,34.0144378,-84.1888954,0.4633899935,,"cafe, food",food
5643,Panera Bread,5958 State Bridge Rd,34.014855,-84.186825,0.6176539019,,"cafe, bakery, mealtakeaway, restaurant, food",food
5644,H Mart Duluth,"Park Village Shopping Center, 2550 Pleasant Hill Rd bldg 300",33.9696541,-84.1430816,0.8444218471,,"supermarket, groceryorsupermarket, food",food
5645,Whole Foods Market,5945 State Bridge Rd,34.0130022,-84.183535,0.8175429728,,"groceryorsupermarket, supermarket, liquorstore, health, food",food
5646,Lidl,2330 Peachtree Industrial Blvd,34.02101,-84.12378,0.8121105573,,"groceryorsupermarket, supermarket, food",food
5647,Venezuelan Store Duluth,3465 Duluth Hwy Unit 5226,34.0011072,-84.1441709,0.8512381648,,"groceryorsupermarket, food",food
5648,Kroger,3093 Steve Reynolds Blvd,33.9604717,-84.1437051,0.7095395778,,"groceryorsupermarket, florist, liquorstore, health, bakery, food",food
5649,Publix Super Market at Tree Summit Village,3870 Peachtree Industrial Blvd,33.9877979,-84.168575,0.8285660612,,"supermarket, florist, groceryorsupermarket, liquorstore, bakery, food",food
5650,La Internacional Supermercado,"4105, 3585 Peachtree Industrial Blvd #170-A",33.9996569,-84.1692521,0.7192585095,,"supermarket, groceryorsupermarket, clothingstore, finance, food",clothingstore
5651,Jyoti Grocery,2820 Peachtree Industrial Blvd R,34.0223338,-84.1470793,0.7714990384,,"groceryorsupermarket, food",food
5652,ALDI,2618 Pleasant Hill Rd,33.9712565,-84.147255,0.8120309567,,"supermarket, groceryorsupermarket, food",food
5653,Zion Market,2340 Pleasant Hill Rd,33.9639068,-84.1374576,0.7961155205,,"supermarket, groceryorsupermarket, food",food
5654,Patton's Meat Market,3931 Peachtree Industrial Blvd B,33.9862273,-84.1715911,0.8586123752,,food,food
5655,GW Supermarket,2300 Pleasant Hill Rd,33.9636969,-84.1350905,0.7513824085,,"supermarket, groceryorsupermarket, food",food
5656,Bocoa Grande Foods & Modern,3245 N Berkeley Lake Rd NW,33.9818613,-84.1690359,0.4084421879,,"groceryorsupermarket, food",food
5657,Hang Asian Market,2131 Pleasant Hill Rd ste 115,33.9563372,-84.1354807,0.3544320156,,"groceryorsupermarket, food",food
5658,Cherians International Fresh Market,3890 Satellite Blvd,33.9529827,-84.1425295,0.825287768,,"groceryorsupermarket, food",food
5659,Great Wall market,2300 Pleasant Hill Rd,33.9637898,-84.1344438,0.6288640312,,"bakery, food",food
5660,Nukoa Supermarket,3230 Steve Reynolds Blvd #117,33.9579026,-84.1412843,0.6888640312,,"groceryorsupermarket, food",food
5661,Stop N' Save Food Market,4591 Satellite Blvd,33.9415829,-84.1638774,0.7154945555,,"conveniencestore, groceryorsupermarket, food",food
5662,Desi Brothers,2255 Pleasant Hill Rd Suite #450,33.9617378,-84.1394038,0.7710827553,,"groceryorsupermarket, food",food
5663,Walmart Supercenter,2635 Pleasant Hill Rd,33.9700974,-84.1502739,0.7556071567,,"departmentstore, hardwarestore, electronicsstore, bakery, clothingstore, furniturestore, homegoodsstore, groceryorsupermarket, food",clothingstore
5664,Majik Market,3250 Steve Reynolds Blvd,33.9571638,-84.141201,0.01443201559,,"conveniencestore, food",food
5665,Mi Jalisco Supermarket,3355 Steve Reynolds Blvd,33.9531481,-84.1415761,0.7019522904,,"groceryorsupermarket, food",food
5666,The Fresh Market,1500 Peachtree Industrial Blvd Ste 300,34.03862,-84.098975,0.8189999452,,"groceryorsupermarket, supermarket, bakery, food",food
5667,Apna Bazaar,3085 Breckinridge Blvd,33.9576725,-84.1121934,0.7245335999,,"groceryorsupermarket, food",food
5668,Super Carniceria Jalisco,3900 Satellite Blvd #101,33.9525385,-84.1431061,0.6201804226,,food,food
5670,Tokyo Kuma,3875 Venture Dr b2 - b5,33.9519023,-84.141507,0.7206022659,,"groceryorsupermarket, food",food
5671,Power Fix Solutions - Duluth City Hall Micro Market,3167 Main St,34.0017003,-84.1467885,0.0,,"conveniencestore, food",food
5672,Dollar General,2696 Buford Hwy NE,34.0096425,-84.1298393,0.7420554551,,"conveniencestore, drugstore, homegoodsstore, food, health",food
5673,H Mart Johns Creek,10820 Abbotts Bridge Rd,34.0448675,-84.1783652,0.791156685,,"supermarket, groceryorsupermarket, food",food
5675,Kathleen's Catch,9810 Medlock Bridge Rd #800,34.020669,-84.189968,0.7867541255,,food,food
